customer_id,tenure_months,monthly_charges,support_tickets,contract,payment_method,churned,account_closed_flag
C01102,17,53.48,4,one-year,bank_transfer,1,1
C01103,47,59.68,4,one-year,electronic_check,1,1
C01104,36,41.09,2,month-to-month,mail,0,0
C01105,10,35.73,2,one-year,mail,1,1
C01106,60,44.85,3,month-to-month,mail,0,0
C01107,10,69.7,3,two-year,mail,0,0
C01108,26,84.75,0,two-year,card,0,0
C01109,13,84.11,1,month-to-month,card,1,1
C01110,68,45.14,3,one-year,bank_transfer,0,0
C01111,21,50.21,3,one-year,mail,1,1
C01112,63,46.98,2,month-to-month,card,0,0
C01113,70,81.25,3,month-to-month,electronic_check,0,0
C01114,16,19.06,3,month-to-month,mail,1,1
C01115,2,100.96,2,one-year,card,1,1
C01116,1,57.88,2,month-to-month,,1,1
C01117,14,50.41,1,month-to-month,mail,0,0
C01118,29,78.49,4,one-year,electronic_check,1,1
C01119,12,95.82,0,month-to-month,electronic_check,1,1
C01120,69,78.56,1,one-year,card,0,0
C01121,35,96.32,1,month-to-month,card,0,0
C01122,62,73.36,3,month-to-month,bank_transfer,0,0
C01123,2,100.74,3,month-to-month,bank_transfer,1,1
C01124,10,101.13,2,month-to-month,card,0,0
C01125,33,67.51,2,two-year,electronic_check,0,0
C01126,12,105.98,0,one-year,,1,1
C01127,12,74.12,2,month-to-month,mail,0,0
C01128,2,72.17,0,month-to-month,bank_transfer,1,1
C01129,20,46.96,0,month-to-month,card,0,0
C01130,55,62.78,1,two-year,bank_transfer,0,0
C01131,58,89.44,0,two-year,electronic_check,0,0
C01132,37,37.18,0,month-to-month,mail,0,0
C01133,14,86.24,0,month-to-month,card,0,0
C01134,33,78.72,1,month-to-month,electronic_check,1,1
C01135,45,76.94,0,month-to-month,mail,0,0
C01136,11,15.0,3,month-to-month,electronic_check,1,1
C01137,30,67.42,0,month-to-month,card,0,0
C01138,60,86.21,1,month-to-month,card,0,0
C01139,31,50.93,2,one-year,mail,0,0
C01140,34,72.26,2,one-year,electronic_check,1,1
C01141,59,15.0,1,one-year,electronic_check,0,0
C01142,49,86.78,2,one-year,electronic_check,0,0
C01143,12,53.44,0,month-to-month,mail,0,0
C01144,44,91.78,1,month-to-month,bank_transfer,0,0
C01145,67,23.93,0,month-to-month,electronic_check,0,0
C01146,16,87.31,2,month-to-month,bank_transfer,0,0
C01147,65,64.08,2,month-to-month,electronic_check,0,0
C01148,43,90.19,0,month-to-month,bank_transfer,0,0
C01149,49,46.86,0,month-to-month,bank_transfer,0,0
C01150,24,54.54,2,month-to-month,card,1,1
C01151,4,126.06,3,two-year,card,0,0
C01152,2,49.25,1,two-year,card,0,0
C01153,48,52.35,1,one-year,bank_transfer,0,0
C01154,71,63.09,1,month-to-month,card,0,0
C01155,44,44.44,2,month-to-month,card,0,0
C01156,26,99.76,0,two-year,mail,0,0
C01157,56,113.13,2,one-year,bank_transfer,0,0
C01158,69,52.4,1,one-year,electronic_check,0,0
C01159,16,26.85,1,one-year,electronic_check,0,0
C01160,8,99.3,1,two-year,,1,1
C01161,69,97.71,1,one-year,electronic_check,0,0
C01162,4,90.54,2,month-to-month,electronic_check,0,0
C01163,64,98.91,2,month-to-month,electronic_check,1,1
C01164,11,48.31,0,two-year,electronic_check,0,0
C01165,9,65.79,2,month-to-month,electronic_check,1,1
C01166,20,35.4,1,month-to-month,mail,0,0
C01167,23,34.55,2,month-to-month,mail,1,1
C01168,24,94.53,1,month-to-month,electronic_check,1,1
C01169,3,53.2,0,month-to-month,mail,1,1
C01170,62,126.99,0,one-year,bank_transfer,0,0
C01171,60,,2,one-year,bank_transfer,0,0
C01172,49,53.99,1,one-year,mail,0,0
C01173,66,,0,one-year,electronic_check,0,0
C01174,68,115.03,1,month-to-month,mail,0,0
C01175,72,82.15,0,one-year,mail,0,0
C01176,28,39.57,1,month-to-month,bank_transfer,0,0
C01177,45,79.28,0,month-to-month,bank_transfer,0,0
C01178,55,104.39,1,month-to-month,card,1,1
C01179,48,57.67,2,one-year,electronic_check,1,1
C01180,57,50.66,1,one-year,card,0,0
C01181,49,95.41,2,one-year,electronic_check,1,1
C01182,28,73.5,1,one-year,bank_transfer,0,0
C01183,42,42.44,1,month-to-month,electronic_check,0,0
C01184,15,60.51,4,one-year,bank_transfer,1,1
C01185,69,51.11,0,two-year,electronic_check,0,0
C01186,65,,0,month-to-month,mail,0,0
C01187,44,72.74,2,one-year,electronic_check,0,0
C01188,56,98.76,4,month-to-month,card,0,0
C01189,25,87.74,1,month-to-month,bank_transfer,0,0
C01190,28,30.91,2,one-year,electronic_check,0,0
C01191,37,80.17,1,month-to-month,mail,0,0
C01192,20,92.42,2,month-to-month,electronic_check,0,0
C01193,2,81.4,3,month-to-month,electronic_check,1,1
C01194,29,95.75,1,month-to-month,bank_transfer,1,1
C01195,53,56.26,2,one-year,bank_transfer,0,0
C01196,19,46.23,2,one-year,bank_transfer,0,0
C01197,50,93.25,2,month-to-month,electronic_check,0,0
C01198,44,43.36,1,month-to-month,mail,0,0
C01199,31,16.01,1,month-to-month,electronic_check,0,0
C00459,58,50.2,1,one-year,card,1,1
C00457,60,92.04,4,month-to-month,bank_transfer,0,0
C01022,58,56.87,1,one-year,bank_transfer,0,0
C00141,49,47.65,0,month-to-month,electronic_check,0,0
C00668,33,41.63,1,month-to-month,,1,1
